ID,NAME,POS,TEAM,ORG,LEAGUE,LEVEL,AGE,CURRENT,POTENTIAL,PITCH DIFF CURRENT,PITCH DIFF POT,BAT DIFF CURRENT,BAT DIF POT,START OVR CUR,START OVR POT,RELIEF OVR CUR,RELIEF OVR POT,BAT OVR CUR,BAT OVR POT,START BASE CUR,START INDIV CUR,START BASE POT, START INDIV POT,RELIEF BASE CUR,RELIEF INDIV CUR,RELIEF BASE POT,RELIEF INDIV POT,BAT HIT CUR,BAT FIELD CUR,BAT HIT POT,BAT FIELD POT,BATTER WAR,PITCHER WAR,MLB YEARS,WORK ETHIC,INTELLIGENCE,LEADER,GREED,LOYALTY,PERSONALITY
13516,António Morán,3B,Houston,Houston,PBL,MLB,26,2.5,2.5,0,0,0,0,0,0,0,0,92,93,0,0,0,0,0,0,0,0,90,124,91,124,1.0,0.0,2,High,High,High,Normal, High,Captain
13519,Jin-song Xiu,1B,New York,New York,PBL,MLB,32,3.5,3.5,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,108,36,108,36,2.7,0.0,9,Low,Low,Normal,Normal, Normal,Unmotivated
13524,Mike Kelly,SP,Minnesota,Minnesota,PBL,MLB,26,3.5,3.5,0,0,0,0,109,109,104,108,0,0,85,105,85,105,82,105,87,105,0,0,0,0,0.0,3.3,2,Normal,Low,Normal,High, Normal,Normal
13525,Aaron Rine,RP,Washington,Washington,PBL,MLB,31,3.0,3.0,1,1,0,0,0,0,106,109,0,0,0,0,0,0,79,121,84,121,0,0,0,0,0.0,0.5,7,Normal,Normal,Normal,High, High,Normal
13526,Sulamita Solagov,CF,Baltimore,Baltimore,PBL,MLB,27,2.5,2.5,0,0,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,78,120,78,120,0.5,0.0,1,High,Normal,High,Low, High,Normal
13533,Masafumi Nemoto,C,Boise,Chicago,NWL,A-,22,0.5,1.0,0,0,1,0,0,0,0,0,89,96,0,0,0,0,0,0,0,0,56,125,65,125,-100,-100,0,Normal,Normal,High,Normal, Normal,Normal
13539,Roberto Ramírez,C,-,-,-,-,26,1.0,1.0,0,0,0,0,0,0,0,0,98,101,0,0,0,0,0,0,0,0,62,142,66,142,-100,-100,0,Low,Normal,Low,High, Low,Selfish
13540,Francisco Marrero,RF,Seattle,Seattle,PBL,MLB,26,1.5,1.5,0,0,0,0,0,0,0,0,81,85,0,0,0,0,0,0,0,0,80,105,85,105,-0.2,0.0,1,Normal,Normal,High,Normal, Normal,Normal
13542,José Martínez,C,NWL,Los Angeles,NWL,A-,24,0.5,0.5,0,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,53,134,53,134,-100,-100,0,High,Normal,Normal,Low, High,Normal
13544,David Ávila,RP,Harrisburg,Washington,EL,AA,24,1.5,2.0,0,1,0,0,88,93,79,89,0,0,67,71,70,83,60,71,69,83,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13547,Jorge González,SP,Peoria,Chicago,MID,A,27,0.5,0.5,0,0,0,0,71,80,60,71,0,0,51,47,58,62,43,47,52,62,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Low,Normal
13549,Naomichi Komatsu,SS,Oakland,Oakland,PBL,MLB,27,2.5,2.5,0,0,-1,-1,0,0,0,0,87,90,0,0,0,0,0,0,0,0,81,125,85,125,0.1,0.0,3,Normal,Normal,Normal,Normal, Normal,Outspoken
13551,Yeom Yi,RP,Eugene,San Diego,NWL,A-,22,0.5,0.5,0,0,0,0,59,64,54,61,0,0,32,71,39,71,27,71,37,71,0,0,0,0,-100,-100,0,High,Normal,Normal,Normal, High,Normal
13552,Gustavo Velásquez,SS,Cedar Rapids,Los Angeles,MID,A,26,1.5,1.5,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,53,179,53,179,-100,-100,0,High,Normal,Normal,Normal, Low,Normal
13554,Alberto Navarro,LF,Chicago,Chicago,PBL,MLB,26,2.5,2.5,0,0,1,1,0,0,0,0,100,100,0,0,0,0,0,0,0,0,97,115,97,115,0.3,0.0,3,Normal,Normal,Normal,Normal, High,Normal
13555,Abdul-Wahid Sabir,RF,Akron,Cleveland,EL,AA,26,1.5,1.5,0,0,1,0,0,0,0,0,91,93,0,0,0,0,0,0,0,0,91,110,94,110,-100,-100,0,High,Low,Normal,Normal, High,Sparkplug
13556,Miguel Rivera,3B,-,-,-,-,26,2.0,2.0,0,0,0,-1,0,0,0,0,84,86,0,0,0,0,0,0,0,0,68,171,71,171,-100,-100,0,Normal,Normal,Normal,Normal, High,Normal
13561,Rubén Pérez,C,Iowa,Chicago,PCL,AAA,28,1.0,1.0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,68,79,68,79,-100,-100,0,High,Low,Normal,Normal, High,Sparkplug
13562,Simon Renders,3B,Oakland,Oakland,PBL,MLB,26,2.0,2.0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,90,126,90,126,-0.5,0.0,2,Normal,Low,Low,Normal, High,Normal
13579,Anastasio Córdova,SP,Minnesota,Minnesota,PBL,MLB,23,3.0,5.0,1,1,0,0,108,118,102,117,0,0,85,99,91,129,82,99,91,129,0,0,0,0,0.0,1.6,0,Normal,Normal,Normal,High, Normal,Prankster
13583,Mezgebu Tulun,2B,Minnesota,Minnesota,PBL,MLB,26,2.0,2.0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,76,121,76,121,0.2,0.0,0,High,Normal,Normal,Normal, Low,Sparkplug
13597,Freddy Juárez,SP,Greenville,Boston,SOU,A,22,0.5,2.0,0,1,0,0,64,79,54,75,0,0,40,60,56,70,31,60,55,70,0,0,0,0,-100,-100,0,Normal,Low,Normal,Normal, Normal,Normal
13601,Héctor Hernández,3B,Buffalo,New York,IL,AAA,27,2.0,2.0,0,0,0,0,0,0,0,0,81,83,0,0,0,0,0,0,0,0,68,156,71,156,-100,-100,0,Normal,High,Normal,Normal, Normal,Normal
13612,António Cerda,SP,Syracuse,Washington,IL,AAA,22,2.0,2.5,1,1,0,0,92,92,89,89,0,0,60,131,60,131,54,131,54,131,0,0,0,0,-100,-100,0,Low,Normal,Low,Normal, Normal,Normal
13613,Keith Ratchford,SP,-,-,-,-,36,2.5,2.5,0,0,0,0,107,107,102,102,0,0,88,75,88,75,90,75,90,75,0,0,0,0,0.0,1.5,11,High,Normal,Normal,High, High,Sparkplug
13619,Miguel Martínez,RP,-,-,-,-,27,0.5,0.5,0,0,0,0,82,82,64,64,0,0,62,51,62,51,48,51,48,51,0,0,0,0,-100,-100,0,High,Normal,Normal,High, Normal,Normal
13620,Vicente Júlio,RP,Sacramento,Oakland,PCL,AAA,23,2.5,3.5,0,0,0,0,106,111,101,108,0,0,83,94,87,107,82,94,87,107,0,0,0,0,-100,-100,0,Normal,High,Normal,Normal, Normal,Normal
13637,Tony Cruz,RP,Savannah,New York,SOU,A,23,0.5,0.5,0,2,0,0,74,79,61,65,0,0,50,71,56,71,36,71,41,71,0,0,0,0,-100,-100,0,High,Normal,High,Low, High,Normal
13639,Manny Domingo,SS,Colorado Springs,Colorado,PCL,AAA,22,2.0,2.0,0,0,1,1,0,0,0,0,83,85,0,0,0,0,0,0,0,0,72,133,75,133,-100,-100,0,Normal,Normal,Low,High, Low,Normal
13645,Kazunari Sai,2B,-,-,-,-,27,2.0,2.0,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,0,90,102,90,102,-0.1,0.0,1,Low,High,Normal,Low, Normal,Normal
13646,Carl Encarnación,SS,Cleveland,Cleveland,PBL,MLB,24,2.0,2.0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,71,173,71,173,0.0,0.0,1,High,Normal,Normal,High, Normal,Normal
13653,Ronald Marrero,SP,Carolina,Cincinnati,SL,AA,22,1.5,2.0,0,2,0,0,71,77,57,70,0,0,48,56,52,82,36,56,45,82,0,0,0,0,-100,-100,0,Normal,Normal,High,Normal, Normal,Normal
13655,James Baha,RP,Fort Wayne,San Diego,MID,A,27,0.5,0.5,0,0,0,0,72,72,61,61,0,0,47,71,47,71,36,71,36,71,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13662,Agus Steele,CL,Reading,Philadelphia,EL,AA,26,0.5,0.5,0,0,0,0,0,0,61,88,0,0,0,0,0,0,40,60,64,94,0,0,0,0,-100,-100,0,Normal,Normal,Low,Normal, Normal,Normal
13670,Zivota Petrovic,1B,Cincinnati,Cincinnati,PBL,MLB,26,2.5,2.5,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,99,48,99,48,1.5,0.0,2,Normal,Normal,High,Normal, Normal,Normal
13680,Steve Bauer,3B,-,-,-,-,37,3.0,3.0,0,0,-1,-1,0,0,0,0,108,108,0,0,0,0,0,0,0,0,103,155,103,155,2.4,0.0,11,Normal,Normal,Normal,Normal, Normal,Normal
13685,Nick Flanagan,SS,Richmond,San Francisco,EL,AA,26,2.0,2.0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,70,149,70,149,-100,-100,0,Normal,Normal,Normal,Low, Normal,Humble
13691,Abraham Jaramillo,RF,-,-,-,-,27,1.5,1.5,0,0,-1,-1,0,0,0,0,82,82,0,0,0,0,0,0,0,0,82,105,82,105,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13692,Tim Malone,3B,Milwaukee,Milwaukee,PBL,MLB,30,1.5,1.5,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,90,103,90,103,0.1,0.0,2,High,High,High,Normal, High,Captain
13702,Manuel García,SP,Rocket City,New York,NYP,A-,23,1.5,2.0,2,2,0,0,69,88,57,71,0,0,49,42,71,42,40,42,59,42,0,0,0,0,-100,-100,0,High,Normal,Normal,Low, High,Humble
13706,Mario Hernández,3B,Bridgeport,Montreal,NYP,A-,22,0.5,1.5,0,0,1,0,0,0,0,0,73,82,0,0,0,0,0,0,0,0,63,139,74,139,-100,-100,0,High,Normal,Normal,Normal, Normal,Sparkplug
13710,Dani Tovar,C,Northwest Arkansas,Kansas City,TEX,AA,27,1.0,1.0,0,0,-1,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0,60,146,61,146,-100,-100,0,Low,Low,Normal,Normal, Normal,Unmotivated
13716,Nick Greenacre,SP,Tennessee,Chicago,SL,AA,23,1.5,1.5,0,0,0,0,75,76,59,61,0,0,55,51,55,57,41,51,41,57,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13724,Mario Ávila,C,Mobile,Arizona,SL,AA,28,0.5,0.5,0,0,-1,0,0,0,0,0,92,94,0,0,0,0,0,0,0,0,61,121,64,121,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
13731,Jorge Bruno,RP,Binghamton,New York,EL,AA,27,0.5,0.5,1,3,0,0,84,85,84,90,0,0,54,108,54,121,54,108,59,121,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13732,Germán Trujillo,RP,Akron,Cleveland,EL,AA,27,1.5,1.5,0,0,0,0,84,84,77,77,0,0,59,82,59,82,55,82,55,82,0,0,0,0,-100,-100,0,Low,Normal,Low,High, Normal,Normal
13746,Tom Bishop,RF,-,-,-,-,30,2.0,2.0,0,0,-1,-2,0,0,0,0,81,81,0,0,0,0,0,0,0,0,76,130,76,130,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13748,Alberto Ramírez,CF,Montgomery,Tampa Bay,SL,AA,24,2.5,2.5,0,0,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0,83,151,83,151,-100,-100,0,Normal,Low,Low,Normal, Low,Normal
13753,Manuel Martínez,SP,Shaker Heights,Colorado,APP,R,24,0.5,0.5,0,0,0,0,28,28,9,10,0,0,4,27,4,30,-18,27,-18,30,0,0,0,0,-100,-100,0,Low,Normal,Low,Normal, Normal,Normal
13756,Edward Williams,SP,Birmingham,Chicago,SL,AA,27,1.5,1.5,0,1,0,0,75,82,59,68,0,0,53,59,60,66,37,59,47,66,0,0,0,0,-100,-100,0,High,High,Normal,Normal, Normal,Sparkplug
13758,Pepe Flores,2B,Jacksonville,New York,GCL,R,22,0.5,1.5,0,0,3,0,0,0,0,0,78,83,0,0,0,0,0,0,0,0,68,107,75,107,-100,-100,0,Normal,Normal,Normal,Low, Normal,Normal
13772,Daniel Baca,RP,Bowie,Baltimore,EL,AA,22,1.0,1.0,2,2,0,0,84,84,74,74,0,0,61,71,61,71,54,71,54,71,0,0,0,0,-100,-100,0,High,Normal,Normal,Normal, Normal,Sparkplug
13778,Alan Bagnall,CF,Columbia,Carolina,SOU,A,24,1.5,2.0,0,0,2,1,0,0,0,0,88,94,0,0,0,0,0,0,0,0,76,133,84,133,-100,-100,0,Low,Low,Normal,Normal, Normal,Normal
13779,Quinn Rodríguez,SP,-,-,-,-,29,2.0,2.5,0,0,0,0,87,87,79,83,0,0,61,97,61,97,52,97,57,97,0,0,0,0,-100,-100,3,Normal,Normal,Normal,Normal, Normal,Normal
13783,Armando Hernández,SP,Boston,Boston,PBL,MLB,26,2.5,2.5,-3,-3,0,0,89,89,75,75,0,0,68,67,68,67,56,67,56,67,0,0,0,0,0.0,2.5,4,Low,Normal,Normal,Normal, Normal,Disruptive
13786,Herb Coulter,RP,Seattle,Seattle,PBL,MLB,29,2.0,2.0,0,0,0,0,95,95,90,90,0,0,63,137,63,137,53,137,53,137,0,0,0,0,0.0,0.3,4,High,Normal,Normal,Normal, High,Sparkplug
13788,Matt Cole,2B,Minnesota,Minnesota,PBL,MLB,28,2.5,2.5,0,0,0,0,0,0,0,0,104,104,0,0,0,0,0,0,0,0,99,115,99,115,-0.1,0.0,4,Normal,Normal,Normal,Normal, Normal,Normal
13795,Jim Harvey,RP,Toledo,Detroit,IL,AAA,28,1.5,1.5,0,0,0,0,86,86,83,86,0,0,60,97,60,97,56,97,61,97,0,0,0,0,-100,-100,0,High,Normal,High,Normal, Normal,Normal
13802,Chester Weber,RP,Memphis,St. Louis,PCL,AAA,27,2.5,2.5,1,1,0,0,99,102,90,93,0,0,73,108,76,108,62,108,67,108,0,0,0,0,-100,-100,1,Normal,Normal,Normal,Normal, Normal,Normal
13804,Alberto García,SS,Oneonta,Tampa Bay,NYP,A-,23,1.5,2.0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,66,170,66,170,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13813,Luis Hernández,CF,Burlington,Kansas City,NWL,A-,26,1.5,1.5,0,0,1,0,0,0,0,0,89,92,0,0,0,0,0,0,0,0,92,98,96,98,-100,-100,0,Low,Normal,Low,High, Low,Selfish
13821,Richard Carver,RP,Bowie,Baltimore,EL,AA,23,0.5,0.5,0,2,0,0,67,72,54,61,0,0,43,60,49,60,31,60,40,60,0,0,0,0,-100,-100,0,Normal,Low,Normal,Low, Normal,Humble
13825,Wayne Walker,2B,Savannah,New York,SOU,A,23,0.5,1.5,0,0,1,0,0,0,0,0,80,85,0,0,0,0,0,0,0,0,68,116,75,116,-100,-100,0,High,High,High,High, Normal,Captain
13828,Shawn Rodgers,RP,-,-,-,-,34,1.5,1.5,0,0,0,0,85,85,74,78,0,0,58,97,58,97,45,97,50,97,0,0,0,0,-100,-100,2,High,Normal,Normal,Low, Normal,Humble
13837,Ricardo Arroyo,RP,-,-,-,-,26,0.5,0.5,1,1,0,0,86,86,86,86,0,0,59,94,59,94,62,94,62,94,0,0,0,0,-100,-100,1,Normal,Normal,Normal,Normal, Normal,Normal
13839,Rafael Solano,RP,-,-,-,-,27,0.5,0.5,-1,-1,0,0,88,88,90,90,0,0,55,135,55,135,53,135,53,135,0,0,0,0,-100,-100,0,High,Normal,Normal,Normal, Normal,Normal
13842,Chrisot Smith,RP,Seattle,Seattle,PBL,MLB,28,3.0,3.0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,71,121,71,121,0,0,0,0,0.0,-0.7,2,Normal,Low,Normal,Normal, High,Normal
13843,Martín Correa,CL,Carolina,Carolina,PBL,MLB,26,4.0,4.0,1,1,0,0,118,118,119,119,0,0,90,137,90,137,91,137,91,137,0,0,0,0,0.0,0.7,3,Normal,High,Normal,Normal, Normal,Normal
13844,José Andrade,RP,Portland,Carolina,PCL,AAA,26,1.5,1.5,0,1,0,0,85,87,78,81,0,0,56,107,56,121,47,107,47,121,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unmotivated
13853,Jaime Pérez,RF,-,-,-,-,31,2.0,2.0,0,0,1,1,0,0,0,0,89,89,0,0,0,0,0,0,0,0,88,116,88,116,-100,-100,1,Normal,Normal,Normal,Normal, Normal,Outspoken
13855,Chris McKee,SS,Tennessee,Chicago,SL,AA,30,1.5,1.5,0,0,-1,-1,0,0,0,0,74,74,0,0,0,0,0,0,0,0,64,122,64,122,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13870,Millard Brett,2B,South Carolina,Detroit,NYP,A-,26,1.5,1.5,0,0,0,0,0,0,0,0,82,88,0,0,0,0,0,0,0,0,74,104,81,104,-100,-100,0,High,High,High,Normal, Normal,Captain
13871,Vicente Silva,CF,Norfolk,Baltimore,IL,AAA,22,2.0,2.0,0,0,1,0,0,0,0,0,89,92,0,0,0,0,0,0,0,0,71,149,74,149,-100,-100,0,Normal,Normal,Low,Low, Normal,Normal
13874,Seung-hwa Kim,RP,Trenton,New York,EL,AA,27,0.5,0.5,2,2,0,0,0,0,82,82,0,0,0,0,0,0,42,137,42,137,0,0,0,0,-100,-100,0,High,Low,Normal,Normal, Normal,Sparkplug
13879,Carlos González,RF,Fort Wayne,San Diego,MID,A,27,1.5,1.5,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,78,67,78,67,-100,-100,0,High,Normal,Normal,Normal, Normal,Sparkplug
13880,Gerald Hall,SP,Pittsburgh,Pittsburgh,PBL,MLB,30,2.0,2.0,0,0,0,0,86,86,73,73,0,0,61,87,61,87,48,87,48,87,0,0,0,0,0.0,-0.3,1,Low,High,Normal,Normal, Normal,Normal
13889,Derek Tinagero,RP,Ottawa,Montreal,EL,AA,22,0.5,0.5,0,0,0,0,63,83,52,71,0,0,44,34,64,51,36,34,56,51,0,0,0,0,-100,-100,0,Normal,Normal,Low,High, Normal,Normal
13892,Allen Kramer,LF,Hartford,Carolina,EL,AA,27,0.5,0.5,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,70,134,70,134,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13900,Aurelio Montés,CF,Colorado Springs,Colorado,PCL,AAA,23,1.5,2.0,0,0,0,0,0,0,0,0,90,99,0,0,0,0,0,0,0,0,67,162,79,162,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13905,Carlos González,CF,Bowie,Baltimore,EL,AA,24,1.0,1.5,0,0,0,0,0,0,0,0,77,80,0,0,0,0,0,0,0,0,65,121,69,121,-100,-100,0,Low,Normal,Normal,Normal, Low,Normal
13906,Mike DeBenham,RP,Montreal,Montreal,PBL,MLB,25,2.5,3.0,1,1,0,0,98,110,92,111,0,0,77,82,83,121,75,82,87,121,0,0,0,0,0.0,-0.6,1,Normal,Normal,Normal,Normal, High,Normal
13914,Jeff Beck,RP,-,-,-,-,35,2.5,2.5,0,0,0,0,0,0,110,114,0,0,0,0,0,0,85,121,90,121,0,0,0,0,0.0,0.4,11,Normal,Normal,High,Normal, Normal,Normal
13917,Edward Rogers,CF,Savannah,New York,SOU,A,27,1.0,1.0,0,0,1,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,73,112,73,112,-100,-100,0,High,Normal,High,Low, Normal,Humble
13918,Frank Holmes,C,Texas,Texas,PBL,MLB,26,3.0,3.0,0,0,0,0,0,0,0,0,104,104,0,0,0,0,0,0,0,0,78,116,78,116,-0.1,0.0,0,High,Normal,Normal,Normal, High,Fan Fav
13919,Frank Rhodes,C,Chicago,Chicago,PBL,MLB,25,2.5,2.5,0,0,0,0,0,0,0,0,98,101,0,0,0,0,0,0,0,0,74,108,77,108,-0.1,0.0,2,Normal,Normal,Normal,Normal, Normal,Normal
13925,Dan Ramírez,SS,Salt Lake,Los Angeles,PCL,AAA,24,2.0,2.0,0,0,0,0,0,0,0,0,80,85,0,0,0,0,0,0,0,0,63,142,70,142,-100,-100,0,High,Normal,Normal,Normal, Low,Sparkplug
13928,Christie Dunmire,C,-,-,-,-,25,0.5,0.5,0,0,0,0,0,0,0,0,66,82,0,0,0,0,0,0,0,0,32,104,53,104,-100,-100,0,Normal,Low,Normal,High, Normal,Normal
13948,Henry Watson,SP,San Francisco,San Francisco,PBL,MLB,33,2.5,2.5,0,0,0,0,93,93,88,91,0,0,70,82,70,82,69,82,73,82,0,0,0,0,0.0,-0.2,10,Low,Normal,Normal,Normal, High,Unmotivated
13949,Michael Brown,SP,New York,New York,PBL,MLB,27,2.0,3.0,0,-1,0,0,89,119,88,119,0,0,62,100,95,120,63,100,98,120,0,0,0,0,0.0,0.3,1,High,Normal,Normal,Normal, Normal,Sparkplug
13952,Eugene Lowe,SP,-,-,-,-,31,2.5,2.5,-3,-3,0,0,91,91,86,86,0,0,68,79,68,79,67,79,67,79,0,0,0,0,0.0,0.6,5,Low,Low,Normal,Normal, Normal,Normal
13954,Jesús Salcido,RP,Fort Wayne,San Diego,MID,A,27,0.5,0.5,0,0,0,0,79,79,80,83,0,0,47,121,47,121,45,121,49,121,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
13957,Martin Hall,1B,-,-,-,-,28,0.5,0.5,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,71,85,71,85,-100,-100,0,Low,Low,Low,Normal, Normal,Unmotivated
13961,Dylan Thomas,2B,-,-,-,-,25,1.5,1.5,0,0,0,0,0,0,0,0,81,81,0,0,0,0,0,0,0,0,63,141,63,141,-100,-100,0,High,Normal,Normal,Normal, Normal,Normal
13964,Paul McKee,C,-,-,-,-,24,1.0,1.0,0,0,1,0,0,0,0,0,94,96,0,0,0,0,0,0,0,0,62,125,65,125,-100,-100,0,Low,Low,Normal,Low, High,Unmotivated
13966,Chad Murdock,SP,Toronto,Toronto,PBL,MLB,27,3.0,3.0,0,0,0,0,98,103,90,102,0,0,74,89,78,106,69,89,79,106,0,0,0,0,0.0,0.3,2,Normal,Normal,Low,Normal, Normal,Normal
13968,Harry Crichton,RP,Los Angeles,Los Angeles,PBL,MLB,28,1.5,2.0,0,0,0,0,95,100,81,91,0,0,75,71,78,83,63,71,72,83,0,0,0,0,0.0,0.5,0,High,Low,Normal,Normal, High,Normal
13970,Russell Bowen,RP,-,-,-,-,30,2.5,2.5,1,1,0,0,0,0,114,114,0,0,0,0,0,0,93,113,93,113,0,0,0,0,-100,-100,1,Normal,Normal,Normal,Normal, Normal,Normal
13973,Steve Rettger,C,San Antonio,San Diego,TEX,AA,26,1.0,1.0,0,0,0,0,0,0,0,0,91,94,0,0,0,0,0,0,0,0,60,121,63,121,-100,-100,0,High,Normal,Normal,Normal, Normal,Sparkplug
13974,Ray Harper,C,West Virginia,Pittsburgh,SOU,A,25,0.5,0.5,0,0,3,0,0,0,0,0,80,90,0,0,0,0,0,0,0,0,45,121,59,121,-100,-100,0,Normal,Normal,Low,Normal, Normal,Normal
13976,Afeef Uthman,SS,Tucson,San Diego,PCL,AAA,26,2.5,2.5,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,65,161,65,161,-100,-100,0,High,High,Normal,High, High,Sparkplug
13982,Héctor Cantú,1B,-,-,-,-,25,0.5,0.5,0,0,0,0,0,0,0,0,75,77,0,0,0,0,0,0,0,0,71,97,74,97,-100,-100,0,Low,Normal,Low,Normal, Normal,Unmotivated
13983,Ralph Campbell,RF,NWL,Los Angeles,NWL,A-,24,0.5,1.0,0,0,0,0,0,0,0,0,57,74,0,0,0,0,0,0,0,0,49,120,70,120,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13989,Chris Doiron,3B,-,-,-,-,28,1.5,1.5,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,81,120,81,120,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
13992,Alfonso De La Cruz,RP,San Antonio,San Diego,TEX,AA,26,1.5,1.5,0,0,0,0,0,0,88,91,0,0,0,0,0,0,55,121,60,121,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Low, High,Normal
13994,Larry Stephenson,RP,Binghamton,New York,EL,AA,28,1.5,1.5,0,-1,0,0,0,0,73,96,0,0,0,0,0,0,56,60,75,94,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
14005,Tyler Jeffes,C,-,-,-,-,28,1.5,1.5,0,0,0,0,0,0,0,0,97,97,0,0,0,0,0,0,0,0,64,133,64,133,-100,-100,0,Low,Normal,Normal,Normal, Normal,Normal
14011,Roy Ortiz Jr.,C,-,-,-,-,25,0.5,0.5,0,0,0,0,0,0,0,0,73,88,0,0,0,0,0,0,0,0,36,121,55,121,-100,-100,0,Low,Normal,Normal,Normal, Normal,Normal
14012,Mike Larson,RP,St. Louis,St. Louis,PBL,MLB,35,3.0,3.0,0,0,0,0,105,105,107,107,0,0,72,151,72,151,71,151,71,151,0,0,0,0,0.0,1.0,10,Normal,Normal,Normal,High, Normal,Normal
14013,Alfredo Rodríguez,RP,-,-,-,-,27,2.0,2.5,-1,-1,0,0,94,99,86,97,0,0,69,94,73,108,62,94,72,108,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, High,Normal
14015,Ron White,2B,Toronto,Toronto,PBL,MLB,24,1.5,2.0,0,0,0,0,0,0,0,0,85,88,0,0,0,0,0,0,0,0,75,114,79,114,-100,-100,0,High,Normal,Normal,High, Normal,Normal
14019,Kosami Yamashita,LF,-,-,-,-,27,1.5,1.5,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,68,116,68,116,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
14022,Brock Brock,CF,Chicago,Chicago,PBL,MLB,28,2.0,2.0,0,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,72,144,73,144,-0.3,0.0,2,Normal,Normal,Normal,Normal, Normal,Prankster
14024,Sen Kiyomizu,RP,-,-,-,-,27,0.5,0.5,-2,-2,0,0,78,78,71,71,0,0,51,94,51,94,42,94,42,94,0,0,0,0,-100,-100,0,High,Normal,Normal,Normal, Normal,Sparkplug
14026,José López,SP,Indianapolis,Pittsburgh,IL,AAA,28,1.5,1.5,0,1,0,0,71,81,62,81,0,0,47,66,57,83,40,66,59,83,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
14027,Dave Dwyer,SP,-,-,-,-,25,0.5,0.5,0,0,0,0,25,46,4,27,0,0,0,23,20,53,-24,23,-4,53,0,0,0,0,-100,-100,0,High,High,Normal,Normal, Normal,Normal
14028,Alberto López,RP,-,-,-,-,26,2.0,2.0,0,0,0,0,98,98,91,94,0,0,72,108,72,108,63,108,68,108,0,0,0,0,-100,-100,0,Low,Low,Low,Normal, Normal,Normal
14030,León Águila,3B,Arkansas,Los Angeles,TEX,AA,27,1.5,1.5,0,0,0,1,0,0,0,0,72,77,0,0,0,0,0,0,0,0,59,148,66,148,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
14039,Luis Rosário,RP,Akron,Cleveland,EL,AA,26,0.5,1.5,0,0,0,0,79,85,72,81,0,0,53,88,56,108,45,88,50,108,0,0,0,0,-100,-100,0,Normal,Normal,Low,Normal, Normal,Normal
